timestamp,x_RIGHT_SHOULDER,y_RIGHT_SHOULDER,z_RIGHT_SHOULDER,x_RIGHT_ELBOW,y_RIGHT_ELBOW,z_RIGHT_ELBOW,x_RIGHT_WRIST,y_RIGHT_WRIST,z_RIGHT_WRIST,x_RIGHT_HIP,y_RIGHT_HIP,z_RIGHT_HIP,choreo_results,choreo_pulse,choreo_push,choreo_regular,choreo_sexy_corners,prompts_pulse,prompts_push,prompts_regular,prompts_sexy_corners,angle_RIGHT_SHOULDER,angle_RIGHT_ELBOW
29.48,0.4552485942840576,0.3878900408744812,-0.1006034985184669,0.4367459416389465,0.4791160523891449,-0.1373150944709777,0.4172974228858948,0.5104906558990479,-0.2578735649585724,0.4645439684391022,0.558390200138092,-0.011909288354218,1,0,0,1,0,0,1,0,0,144.44,39.03
29.5,0.4556214809417724,0.3855478465557098,-0.1066117733716964,0.437633216381073,0.4748753905296325,-0.1470162719488144,0.4174095690250397,0.5100342631340027,-0.2725558280944824,0.4651314318180084,0.5557440519332886,-0.0129211414605379,1,0,0,1,0,0,0,0,1,141.24,38.17
29.51,0.4563282430171966,0.3809132575988769,-0.0972173139452934,0.4389519691467285,0.4693885743618011,-0.1302007138729095,0.4175651967525482,0.5100346207618713,-0.2492933571338653,0.4660043716430664,0.553508996963501,-0.0128452479839324,1,0,0,1,0,1,0,0,0,139.48,37.08
29.53,0.4567127823829651,0.3792383074760437,-0.0783832147717475,0.4394825398921966,0.4678449928760528,-0.1086700931191444,0.4175773561000824,0.5100974440574646,-0.2139132767915725,0.4666945040225982,0.5534763336181641,-0.0124693233519792,1,0,0,1,0,0,1,0,0,137.18,38.59
29.55,0.4582851529121399,0.3718721568584442,-0.0426944904029369,0.4401895105838775,0.4585953652858734,-0.0713750496506691,0.4180181622505188,0.5097255110740662,-0.1727937310934066,0.4672362804412842,0.5511451959609985,-0.0055626085959374,1,0,0,1,0,0,0,0,1,136.78,39.0
29.56,0.4585984349250793,0.3710748553276062,-0.0539951436221599,0.4401203691959381,0.4576436281204223,-0.0822315737605094,0.418351411819458,0.5095131993293762,-0.1813968271017074,0.4674790799617767,0.5489777326583862,-0.0040400489233434,1,0,0,1,0,1,0,0,0,136.25,37.46
29.58,0.459940493106842,0.3655934333801269,-0.0519749037921428,0.4408523440361023,0.4530890583992004,-0.0659994930028915,0.4188968539237976,0.5092804431915283,-0.1469959616661071,0.468679279088974,0.5425385236740112,-0.0002492483181413,1,0,0,1,0,0,1,0,0,137.2,39.49
29.6,0.4607132971286773,0.3631834685802459,-0.0540414564311504,0.4414032995700836,0.4510728120803833,-0.0629245713353157,0.4189585745334625,0.5094667077064514,-0.1387490034103393,0.4698503017425537,0.5409741997718811,-9.712496830616146e-05,1,0,0,1,0,0,0,0,1,133.66,38.05
29.61,0.4613755345344543,0.3609469830989837,-0.0467243418097496,0.4420597553253174,0.450190782546997,-0.0513867363333702,0.4189511239528656,0.509469747543335,-0.1243666037917137,0.4719828069210052,0.5406810641288757,0.0025450319517403,1,0,0,1,0,1,0,0,0,131.23,38.29
29.63,0.461915910243988,0.3593510091304779,-0.054083626717329,0.4425126612186432,0.4478199481964111,-0.0659036859869957,0.4195538163185119,0.5093871355056763,-0.1416504085063934,0.4731751382350921,0.5352067947387695,0.0022803083993494,1,0,0,1,0,0,1,0,0,131.69,39.41
29.65,0.4626513421535492,0.357887864112854,-0.065462477505207,0.4435722231864929,0.4474101960659027,-0.072590596973896,0.4198866784572601,0.5103437900543213,-0.1481241732835769,0.4744854569435119,0.5326746106147766,0.0033363855909556,1,0,0,1,0,0,0,0,1,132.89,39.32
29.66,0.4632137417793274,0.3568351864814758,-0.0684754326939582,0.4443778395652771,0.4455308616161346,-0.0659689307212829,0.4202919006347656,0.5103568434715271,-0.1230370551347732,0.4755628705024719,0.531089723110199,0.004366185516119,1,0,0,1,0,1,0,0,0,138.77,40.42
29.68,0.4637490808963775,0.3561368584632873,-0.0594825036823749,0.4451140463352203,0.4449548423290252,-0.0428539291024208,0.420452743768692,0.510342001914978,-0.0930186361074447,0.4764658510684967,0.5319276452064514,0.0047232811339199,1,0,0,1,0,0,1,0,0,141.62,44.61
29.7,0.4640452861785888,0.3563580513000488,-0.0747599974274635,0.4451510310173034,0.4459426403045654,-0.0500286519527435,0.4205871522426605,0.5105070471763611,-0.1236956119537353,0.4765831530094147,0.5301421880722046,0.003938534297049,1,0,0,1,0,0,0,0,1,140.09,48.12
29.71,0.4642427563667297,0.3571227192878723,-0.0692395344376564,0.4450240731239319,0.4464758932590484,-0.0555803664028644,0.4205680787563324,0.510482907295227,-0.1276651322841644,0.4762237071990967,0.5311799049377441,0.0050331447273492,1,0,0,1,0,1,0,0,0,142.11,51.73
29.73,0.4644439220428467,0.3574963808059692,-0.0560536161065101,0.4450980126857757,0.4466643929481506,-0.0437749773263931,0.4205510020256042,0.5104261636734009,-0.1086635589599609,0.476041316986084,0.5317745804786682,0.0054790745489299,1,0,0,1,0,0,1,0,0,143.06,53.38
29.75,0.4651829600334167,0.3578837513923645,-0.0452274605631828,0.4454545974731445,0.4469676613807678,-0.0372781679034233,0.4205775856971741,0.5102296471595764,-0.1142863184213638,0.4760303497314453,0.5354890823364258,0.0077947727404534,1,0,0,1,0,0,0,0,1,141.41,55.61
29.76,0.4654364585876465,0.358123242855072,-0.0433792546391487,0.4454582333564758,0.4472434520721435,-0.035153429955244,0.4205857813358307,0.5101003050804138,-0.1108325943350792,0.4761729836463928,0.5355567932128906,0.0074895126745104,1,0,0,1,0,1,0,0,0,140.34,60.15
29.78,0.4655821919441223,0.3614926636219024,-0.0477301105856895,0.4455934166908264,0.4488817453384399,-0.042365051805973,0.4206016659736633,0.510265588760376,-0.1158753782510757,0.4765353202819824,0.538882851600647,0.0072711794637143,1,0,0,1,0,0,1,0,0,130.83,61.95
29.8,0.4656485915184021,0.3631815314292907,-0.0575903765857219,0.4455574452877044,0.4496126472949981,-0.0496444776654243,0.4206119477748871,0.5107937455177307,-0.1278360784053802,0.4765978455543518,0.5419748425483704,0.0040714577771723,1,0,0,1,0,0,0,0,1,133.6,65.5
29.81,0.4658192098140716,0.3673349618911743,-0.0652649030089378,0.4455367922782898,0.4542442262172699,-0.0603244602680206,0.4206765294075012,0.5112664699554443,-0.1393189430236816,0.4769319593906402,0.5463780760765076,0.0007881017518229,1,0,0,1,0,1,0,0,0,127.97,68.14
29.83,0.4660581052303314,0.369779884815216,-0.0643745511770248,0.4456995129585266,0.455586165189743,-0.0591133758425712,0.4206858277320862,0.5118443369865417,-0.1315639764070511,0.4771814346313476,0.5465360283851624,-0.0009923864854499,1,0,0,1,0,0,1,0,0,121.23,71.71
29.85,0.4662908911705017,0.3757059872150421,-0.0672997832298278,0.4456722736358642,0.4595649242401123,-0.0695217326283454,0.4207829535007477,0.5118897557258606,-0.1507565081119537,0.4781065881252289,0.5529559850692749,-0.0049710934981703,1,0,0,1,0,0,0,0,1,110.34,67.36
29.86,0.4665131568908691,0.3774831593036651,-0.0594711974263191,0.4456578195095062,0.4619024991989136,-0.0505249686539173,0.4207854866981506,0.5125812292098999,-0.1125760897994041,0.47842937707901,0.5533075332641602,-0.0044094873592257,1,0,0,1,0,1,0,0,0,121.93,77.97
29.88,0.4666181206703186,0.3830457329750061,-0.0533407256007194,0.4456005990505218,0.4649288952350616,-0.0509627684950828,0.4207128584384918,0.512941300868988,-0.1291402876377105,0.4791120886802673,0.5568451881408691,-0.0038567353039979,1,0,0,1,0,0,1,0,0,112.76,73.17
29.9,0.4668034613132477,0.3845222592353821,-0.0465964749455452,0.4460417628288269,0.4642149209976196,-0.047197800129652,0.420766532421112,0.5128783583641052,-0.122647725045681,0.4796148836612701,0.557739794254303,-0.0049083768390119,1,0,0,1,0,0,0,0,1,138.52,91.58
29.91,0.466919332742691,0.3896012306213379,-0.0390307158231735,0.446214348077774,0.4644685089588165,-0.0471414998173713,0.4211854040622711,0.5124865770339966,-0.12310092151165,0.4795053899288177,0.5570471286773682,-0.0053270519711077,1,0,0,1,0,1,0,0,0,136.48,89.29
29.93,0.4669589400291443,0.3911746144294739,-0.0396459028124809,0.446246474981308,0.4653080105781555,-0.0554163083434104,0.4211844801902771,0.5124649405479431,-0.1398363560438156,0.4796370565891266,0.5580962896347046,-0.0053811389952898,1,0,0,1,0,0,1,0,0,114.21,76.16
29.95,0.4668143689632416,0.3940573334693908,-0.041725717484951,0.4456640779972076,0.4688471853733063,-0.0610275194048881,0.4210344851016998,0.512541651725769,-0.1473157107830047,0.4794997572898865,0.5574588179588318,-0.0036074526142328,1,0,0,1,0,0,0,0,1,109.5,72.78
29.96,0.4666641354560852,0.3950897753238678,-0.0565184839069843,0.4445273280143738,0.4718518853187561,-0.0702384859323501,0.4207992553710937,0.5130285024642944,-0.1608640104532241,0.4793688356876373,0.5570365190505981,-0.00236321776174,1,0,0,1,0,1,0,0,0,106.39,69.71
29.98,0.4664577543735504,0.3946410715579986,-0.0601341314613819,0.4443414211273193,0.4731397032737732,-0.072799764573574,0.4207081794738769,0.5132817029953003,-0.1660609692335128,0.4789784848690033,0.556759774684906,2.7449330445961095e-05,1,0,0,1,0,0,1,0,0,114.02,73.41
30.0,0.4662303328514099,0.3948158621788025,-0.0592749640345573,0.444040447473526,0.4743828177452087,-0.0694914907217025,0.4205753207206726,0.5137344598770142,-0.158325582742691,0.4787042140960693,0.556628942489624,0.0009189798729494,1,0,0,1,0,0,0,0,1,113.04,71.56
30.01,0.4658617973327636,0.3938961923122406,-0.0523807890713214,0.4439491629600525,0.4739395081996918,-0.0631226450204849,0.4203186929225921,0.5143247842788696,-0.1511528939008712,0.4786830544471741,0.5564873218536377,0.0015871826326474,1,0,0,1,0,1,0,0,0,103.63,64.13
30.03,0.4656168818473816,0.3933514952659607,-0.0516310334205627,0.4438212513923645,0.473395973443985,-0.0628520026803016,0.4201337397098541,0.5146847367286682,-0.1501253545284271,0.4786666333675384,0.5563828945159912,0.001908010453917,1,0,0,1,0,0,1,0,0,102.74,62.58
30.05,0.4640762209892273,0.3929440081119537,-0.0502523109316825,0.4422956109046936,0.472925990819931,-0.0631964355707168,0.4194664359092712,0.5155704021453857,-0.1515714675188064,0.4784788489341736,0.5523237586021423,0.0050061047077178,1,0,0,1,0,0,0,0,1,107.64,67.43
30.06,0.4632026255130768,0.3926698863506317,-0.0506132841110229,0.4414510130882263,0.4724213778972626,-0.0651594325900077,0.4189355373382568,0.5161190032958984,-0.15504851937294,0.4784031510353088,0.5502011775970459,0.0048783277161419,1,0,0,1,0,1,0,0,0,107.03,64.9
30.08,0.4619763493537903,0.3904587924480438,-0.0494516119360923,0.4397203326225281,0.4720690846443176,-0.0649812668561935,0.417858362197876,0.5160947442054749,-0.1537904441356659,0.4778527319431305,0.5489864945411682,0.0057601793669164,1,0,0,1,0,0,1,0,0,103.49,60.85
30.1,0.4613310396671295,0.3893201947212219,-0.0504815354943275,0.4387569427490234,0.4721258878707886,-0.0660120993852615,0.4173170626163482,0.5161316990852356,-0.1558470278978347,0.4776318073272705,0.5483078956604004,0.0066826194524765,1,0,0,1,0,0,0,0,1,111.64,64.69
30.11,0.4607709944248199,0.3837863802909851,-0.0548506155610084,0.4387423098087311,0.4700398743152618,-0.0693017765879631,0.4168435037136078,0.5159264206886292,-0.1621745377779007,0.476199209690094,0.546940267086029,0.0082529094070196,1,0,0,1,0,1,0,0,0,128.57,71.31
30.13,0.4605165123939514,0.3815470039844513,-0.0643599182367324,0.4389148354530334,0.4679961800575256,-0.0804450362920761,0.4168650507926941,0.5156528353691101,-0.1751102954149246,0.4758070409297943,0.5454961061477661,0.0080496277660131,1,0,0,1,0,0,1,0,0,132.66,71.59
30.15,0.4602950513362884,0.3756210207939148,-0.0474760010838508,0.439149796962738,0.4595804512500763,-0.0664723664522171,0.4169158339500427,0.5150455236434937,-0.1604130715131759,0.4745171070098877,0.5449270606040955,0.0061307293362915,1,0,0,1,0,0,0,0,1,126.35,67.76
30.16,0.4601582884788513,0.3737203776836395,-0.0483400300145149,0.4391710758209228,0.4570690989494324,-0.0664646178483963,0.4169473648071289,0.5147620439529419,-0.1597689390182495,0.4742428660392761,0.5433815121650696,0.0049656038172543,1,0,0,1,0,1,0,0,0,133.28,63.17
30.18,0.459961473941803,0.3686900734901428,-0.0549914836883544,0.439584344625473,0.4526142179965973,-0.0680496543645858,0.4174722731113434,0.5142346024513245,-0.1557842642068863,0.4739467203617096,0.5408025979995728,0.0036066682077944,1,0,0,1,0,0,1,0,0,130.78,64.27
30.2,0.4596563279628753,0.3672561645507812,-0.0491260178387165,0.4397726655006408,0.4517384767532348,-0.0601487830281257,0.4175123274326324,0.5139894485473633,-0.1384912133216858,0.4737105369567871,0.5385169386863708,0.0022904160432517,1,0,0,1,0,0,0,0,1,127.95,57.81
30.21,0.459014743566513,0.3630337715148926,-0.0560830719769001,0.439780056476593,0.4500077664852142,-0.0670548975467681,0.417450338602066,0.5139870643615723,-0.1441683173179626,0.4723578989505768,0.5359298586845398,0.001308457693085,1,0,0,1,0,1,0,0,0,121.43,57.94
30.23,0.4588136672973633,0.3615575432777405,-0.0513599291443824,0.4397512376308441,0.4488395154476166,-0.0638170018792152,0.4174243807792663,0.513473391532898,-0.1440307348966598,0.4717985689640045,0.5337247252464294,0.0004253549559507,1,0,0,1,0,0,1,0,0,121.78,54.87
30.25,0.4577849805355072,0.3593946993350982,-0.0551723539829254,0.4388002455234527,0.4483933746814728,-0.0681092292070388,0.4172865450382232,0.5127244591712952,-0.1504387557506561,0.4707599282264709,0.5321638584136963,-0.0002530618221499,1,0,0,1,0,0,0,0,1,120.57,55.92
30.26,0.4569838643074035,0.3587254881858825,-0.0669035762548446,0.4385321140289306,0.4491146206855774,-0.0798406302928924,0.4172935485839844,0.5125977993011475,-0.1660235822200775,0.4694307744503021,0.5275512933731079,-0.0003271406167186,1,0,0,1,0,1,0,0,0,137.38,49.52
30.28,0.4562370777130127,0.3570361733436584,-0.05965306609869,0.4383400082588196,0.4483104646205902,-0.0655971691012382,0.4178988933563232,0.5100155472755432,-0.1440764665603637,0.4680744111537933,0.5278200507164001,-0.0007891956483945,1,0,0,1,0,0,1,0,0,136.28,45.95
30.3,0.4559983313083648,0.3555739820003509,-0.0592217557132244,0.4381472170352936,0.4456058144569397,-0.0680077448487281,0.4179631769657135,0.5081806182861328,-0.1531385332345962,0.4669270515441894,0.5290484428405762,-0.0038462292868644,1,0,0,1,0,0,0,0,1,138.6,41.87
30.31,0.4554581046104431,0.3561706244945526,-0.0449529327452182,0.4377293586730957,0.4462223351001739,-0.0538813285529613,0.417961835861206,0.50828617811203,-0.1405376493930816,0.4648536741733551,0.5334044694900513,-0.0047734342515468,1,0,0,1,0,1,0,0,0,136.59,39.51
30.33,0.4551669955253601,0.3562501668930053,-0.0455618947744369,0.4372383952140808,0.446276992559433,-0.0551525130867958,0.4180478453636169,0.5077577829360962,-0.1419807076454162,0.4653007984161377,0.5366401076316833,-0.0053759389556944,1,0,0,1,0,0,1,0,0,139.66,40.26
30.35,0.4547048509120941,0.3569506704807281,-0.0470795854926109,0.4368418157100677,0.4464117586612701,-0.0579995438456535,0.4180745482444763,0.5080759525299072,-0.1540688276290893,0.4651740193367004,0.5383135676383972,-0.0064701652154326,1,0,0,1,0,0,0,0,1,137.02,39.58
30.36,0.4541876316070556,0.3573575317859649,-0.0599920265376567,0.43631711602211,0.4493768513202667,-0.0749046951532363,0.418077290058136,0.5088264346122742,-0.1785018891096115,0.4632036089897156,0.539463460445404,-0.0073242643848061,1,0,0,1,0,1,0,0,0,136.73,38.2
30.38,0.4537940621376037,0.3593173921108246,-0.0592936687171459,0.4362119138240814,0.4514173865318298,-0.079213909804821,0.4180769324302673,0.5088298916816711,-0.1946853697299957,0.4628588259220123,0.542288064956665,-0.0083715915679931,1,0,0,1,0,0,1,0,0,145.21,40.15
30.4,0.4533069133758545,0.3620307147502899,-0.0776770189404487,0.436028242111206,0.4541531801223755,-0.1114085167646408,0.4180567264556885,0.5085716843605042,-0.2456259280443191,0.4614323675632477,0.5448235273361206,-0.0123115386813879,1,0,0,1,0,0,0,0,1,148.35,39.75
30.41,0.4530178904533386,0.3671109080314636,-0.0731670632958412,0.436075359582901,0.4573375284671783,-0.0989119634032249,0.4180610775947571,0.5082509517669678,-0.2333467304706573,0.4618082642555237,0.5522255301475525,-0.0111827719956636,1,0,0,1,0,1,0,0,0,143.01,41.49
30.43,0.452366441488266,0.3698975145816803,-0.0788738280534744,0.4346798360347748,0.4630260765552521,-0.1156619414687156,0.4173235893249511,0.5084044933319092,-0.2597550749778747,0.4617243409156799,0.5515812039375305,-0.0131544964388012,1,0,0,1,0,0,1,0,0,131.19,32.56
30.45,0.4519972205162048,0.3757042288780212,-0.0733889937400817,0.4340159893035888,0.4702012836933136,-0.1073680147528648,0.4161387383937835,0.5085269808769226,-0.2485980987548828,0.4615884721279144,0.5562581419944763,-0.0126796681433916,1,0,0,1,0,0,0,0,1,127.7,30.21
30.46,0.4517855644226074,0.377685934305191,-0.0558343231678009,0.4334296286106109,0.4728410542011261,-0.0920885503292083,0.4152427613735199,0.5085959434509277,-0.2279774844646453,0.4617446362972259,0.5591118335723877,-0.0117643969133496,1,0,0,1,0,1,0,0,0,133.35,33.74
30.48,0.4518260061740875,0.3822567760944366,-0.0349622182548046,0.4335571825504303,0.4780842959880829,-0.0661486238241195,0.4152053892612457,0.5087118148803711,-0.1952499896287918,0.4618072509765625,0.5625818371772766,-0.0103454459458589,1,0,0,1,0,0,1,0,0,132.31,34.58
30.5,0.4517975449562073,0.3844900727272033,-0.0436064302921295,0.433655321598053,0.4784684181213379,-0.0779096186161041,0.4153316617012024,0.5079253911972046,-0.2260458171367645,0.4615565240383148,0.5612432956695557,-0.0108087416738271,1,0,0,1,0,0,0,0,1,135.59,33.15
30.51,0.4518430829048157,0.3882835805416107,-0.0340218134224414,0.4341328144073486,0.4817415773868561,-0.0651951879262924,0.4154543876647949,0.5079600811004639,-0.1919742077589035,0.4615915417671203,0.5660741925239563,-0.0100337704643607,1,0,0,1,0,1,0,0,0,136.28,33.17
30.53,0.4518782496452331,0.3895475268363952,-0.0373920872807502,0.4345096051692962,0.4818142056465149,-0.0669684559106826,0.4157434999942779,0.5085386633872986,-0.184390440583229,0.4619848728179931,0.5679197907447815,-0.0092607699334621,1,0,0,1,0,0,1,0,0,135.99,32.0
30.55,0.4518985152244568,0.3909395337104797,-0.0381548516452312,0.4351480603218078,0.4823149442672729,-0.0719667822122573,0.415905088186264,0.5101430416107178,-0.1889057904481887,0.4620594084262848,0.5674000382423401,-0.0092013198882341,1,0,0,1,0,0,0,0,1,134.55,32.2
30.56,0.451923131942749,0.3911267518997192,-0.0419138744473457,0.435202419757843,0.4828070402145386,-0.0794836953282356,0.4166412949562073,0.5101499557495117,-0.2077312916517257,0.4620889127254486,0.5676904320716858,-0.0093659786507487,1,0,0,1,0,1,0,0,0,134.35,30.17
30.58,0.4519404470920563,0.3911299705505371,-0.0674475654959678,0.4353609979152679,0.4824761748313904,-0.1063965409994125,0.4167987406253814,0.5101624131202698,-0.2403463423252105,0.4620905518531799,0.5670400261878967,-0.0119318701326847,1,0,0,1,0,0,1,0,0,133.63,28.45
30.6,0.4519532322883606,0.3912148773670196,-0.06532584130764,0.4354329705238342,0.4823148548603058,-0.1039744392037391,0.4168956875801086,0.510158896446228,-0.2356354892253875,0.4621198177337646,0.5672351121902466,-0.0128112714737653,1,0,0,1,0,0,0,0,1,137.07,28.36
30.61,0.4520793557167053,0.3905642628669739,-0.0681152418255806,0.4354445934295654,0.4821256995201111,-0.1140528544783592,0.4172925949096679,0.5094090104103088,-0.2457360029220581,0.462426096200943,0.5684545040130615,-0.0133201237767934,1,0,0,1,0,1,0,0,0,137.93,29.91
30.63,0.4521448612213135,0.3903250694274902,-0.080766960978508,0.4354541897773742,0.4817918241024017,-0.1281337887048721,0.4173789620399475,0.5092897415161133,-0.2635720670223236,0.4626335501670837,0.5690053105354309,-0.0140605540946125,1,0,0,1,0,0,1,0,0,140.15,31.13
30.65,0.4523212313652038,0.3898528516292572,-0.0739024952054023,0.4360198080539703,0.480263352394104,-0.1190339550375938,0.4174651205539703,0.5094228982925415,-0.225835233926773,0.4636730253696441,0.5683858394622803,-0.0107664335519075,1,0,0,1,0,0,0,0,1,138.18,30.12
30.66,0.4523754119873047,0.389542818069458,-0.0721774995326995,0.4360485076904297,0.4798706173896789,-0.1037983670830726,0.4174156785011291,0.5094348192214966,-0.2052484303712844,0.4643579423427582,0.5682881474494934,-0.0086182300001382,1,0,0,1,0,1,0,0,0,137.16,28.65
30.68,0.4527030885219574,0.3864356577396393,-0.0702739804983139,0.4361699223518371,0.4758290648460388,-0.1030943766236305,0.4173462390899658,0.5097365975379944,-0.2045395672321319,0.4653576910495758,0.5646481513977051,-0.0079209459945559,1,0,0,1,0,0,1,0,0,136.75,28.83
30.7,0.4529286324977875,0.3848817646503448,-0.0727318078279495,0.4361675381660461,0.473472386598587,-0.1037513390183448,0.417235791683197,0.5098981261253357,-0.206532210111618,0.4657726287841797,0.5627877712249756,-0.008437430486083,1,0,0,1,0,0,0,0,1,134.92,29.21
30.71,0.4536461234092712,0.3813911378383636,-0.0709118396043777,0.4366590976715088,0.4681229591369629,-0.1034820526838302,0.4172328114509582,0.5099084377288818,-0.2081476897001266,0.4668226838111877,0.5593883991241455,-0.008508519269526,1,0,0,1,0,1,0,0,0,133.82,29.39
30.73,0.4538720250129699,0.3801423907279968,-0.0718833059072494,0.4367205202579498,0.4668696522712707,-0.1100703030824661,0.417088121175766,0.5099108219146729,-0.222938984632492,0.4674997925758362,0.5583122968673706,-0.0082570053637027,1,0,0,1,0,0,1,0,0,132.43,31.22
30.75,0.4546118676662445,0.3758161664009094,-0.0473457314074039,0.4369733929634094,0.4625950157642364,-0.0839652419090271,0.4170871675014496,0.5098997950553894,-0.1902216672897339,0.4680752158164978,0.5560982823371887,-0.0061273514293134,1,0,0,1,0,0,0,0,1,131.87,31.96
30.76,0.4549435079097748,0.3745065033435821,-0.0414551235735416,0.4372920095920563,0.4611354470252991,-0.0782868713140487,0.4170858860015869,0.5099006295204163,-0.1850330531597137,0.4680377542972564,0.5536285042762756,-0.0052183750085532,1,0,0,1,0,1,0,0,0,132.1,31.84
30.78,0.4561193585395813,0.3693117499351501,-0.0340311154723167,0.4379776120185852,0.4581247866153717,-0.0700313672423362,0.4172404408454895,0.5099067091941833,-0.1747580617666244,0.4690508246421814,0.5488733053207397,-0.0018335230415686,1,0,0,1,0,0,1,0,0,132.08,31.7
30.8,0.4565680623054504,0.3674160838127136,-0.039615835994482,0.4383544027805328,0.4555232226848602,-0.0756502300500869,0.417363554239273,0.5096845626831055,-0.1725609898567199,0.4692242741584778,0.5451905131340027,-0.002229222562164,1,0,0,1,0,0,0,0,1,132.09,32.07
30.81,0.4576029181480407,0.3627665638923645,-0.0406793244183063,0.4392322599887848,0.452929824590683,-0.0685496404767036,0.4176146388053894,0.5095236301422119,-0.1500202715396881,0.4705323278903961,0.5420743823051453,-0.0019868812523782,1,0,0,1,0,1,0,0,0,130.45,32.04
30.83,0.4578047692775726,0.3621196746826172,-0.0419316254556179,0.4396878182888031,0.4514477550983429,-0.0612537376582622,0.4184655249118805,0.5092475414276123,-0.1411832720041275,0.4713392257690429,0.5404411554336548,-0.0008157159318216,1,0,0,1,0,0,1,0,0,130.72,33.5
30.85,0.4586771130561828,0.3583232462406158,-0.0513754189014434,0.4409263730049133,0.4490436017513275,-0.0588347241282463,0.4188641607761383,0.5092933177947998,-0.1221468076109886,0.4725441932678222,0.5371207594871521,0.0010809914674609,1,0,0,1,0,0,0,0,1,128.07,36.78
30.86,0.4592264294624328,0.3567289710044861,-0.052860002964735,0.4413062930107116,0.4475197792053222,-0.0588554851710796,0.4189812242984772,0.5093021988868713,-0.1237693279981613,0.4733962416648865,0.5344458818435669,0.0007096055196598,1,0,0,1,0,1,0,0,0,143.64,41.4
30.88,0.4596938490867615,0.3544654548168182,-0.0705096647143364,0.4418075084686279,0.4471020102500915,-0.0624523647129535,0.4189821183681488,0.509296178817749,-0.1328032910823822,0.4748215675354004,0.528839111328125,0.0030825398862361,1,0,0,1,0,0,1,0,0,142.23,41.78
30.9,0.4599846005439758,0.3546161353588104,-0.0690442696213722,0.442082405090332,0.4474465250968933,-0.0627573281526565,0.4191139638423919,0.5093789100646973,-0.1231341809034347,0.4754753708839416,0.5315897464752197,0.0029974819626659,1,0,0,1,0,0,0,0,1,146.26,44.95
30.91,0.460357666015625,0.3548620641231537,-0.0705730244517326,0.4424311518669128,0.4467282295227051,-0.0648879185318946,0.4191674590110779,0.509375274181366,-0.131644457578659,0.4758791029453277,0.5320107340812683,0.0026168522890657,1,0,0,1,0,1,0,0,0,146.85,47.18
30.93,0.4605681002140045,0.3554913997650146,-0.0678497925400734,0.4425521492958069,0.4469324350357055,-0.0614313781261444,0.4192396700382232,0.5093539953231812,-0.1246805414557457,0.4767707884311676,0.5313699245452881,0.0029997562523931,1,0,0,1,0,0,1,0,0,149.92,55.99
30.95,0.4609211981296539,0.3560101091861725,-0.063571035861969,0.4427320957183838,0.4473441541194916,-0.0439594276249408,0.4192942678928375,0.5090760588645935,-0.1066336184740066,0.4772049486637115,0.5317437648773193,0.0044206194579601,1,0,0,1,0,0,0,0,1,144.65,52.81
30.96,0.4610311090946197,0.3563399016857147,-0.063801072537899,0.4427940249443054,0.4474420845508575,-0.0470716431736946,0.4192944467067718,0.5091872215270996,-0.1123167872428894,0.4773372709751129,0.5319669246673584,0.0040149940177798,1,0,0,1,0,1,0,0,0,135.96,58.52
30.98,0.46143239736557,0.3565873801708221,-0.0635729804635047,0.4429231584072113,0.4478912651538849,-0.0488850101828575,0.4193708896636963,0.5091925859451294,-0.1140206605195999,0.4771314561367035,0.5332793593406677,0.0037993143778294,1,0,0,1,0,0,1,0,0,133.06,60.05
31.0,0.4617045819759369,0.3570818901062011,-0.0634877309203147,0.4429019093513489,0.4485519528388977,-0.0517693348228931,0.4196252822875976,0.5091933608055115,-0.1195091381669044,0.4769596457481384,0.5337413549423218,0.0040835728868842,1,0,0,1,0,0,0,0,1,135.9,64.26
31.01,0.4624227583408355,0.3603555560111999,-0.0658464655280113,0.4430293142795563,0.450626403093338,-0.0555305406451225,0.4197538793087005,0.5093404054641724,-0.1243133395910263,0.4771786332130432,0.5353731513023376,0.0026771291159093,1,0,0,1,0,1,0,0,0,132.86,64.98
31.03,0.4627223908901214,0.3623259365558624,-0.0663857907056808,0.4430931210517883,0.4516623616218567,-0.0614835396409034,0.4199452400207519,0.5094462633132935,-0.1323877274990081,0.4771462380886078,0.5365664958953857,0.0019139442592859,1,0,0,1,0,0,1,0,0,132.03,68.43
31.05,0.4636022448539734,0.3681378364562988,-0.0667242184281349,0.4433762431144714,0.4564040601253509,-0.0636430606245994,0.4201036393642425,0.5103206634521484,-0.1395082771778106,0.4774316251277923,0.5398940443992615,0.000911509792786,1,0,0,1,0,0,0,0,1,123.3,66.11
31.06,0.4639194011688232,0.3701991736888885,-0.0636373236775398,0.4434626996517181,0.4586327970027923,-0.061213843524456,0.420229971408844,0.5105817914009094,-0.1383441388607025,0.4775654673576355,0.5435079336166382,0.0007423063507303,1,0,0,1,0,1,0,0,0,123.91,75.42
31.08,0.4642930030822754,0.3768396079540252,-0.0510518923401832,0.444105714559555,0.4622069001197815,-0.0611756928265094,0.4203812181949615,0.510828971862793,-0.1578195244073867,0.4783697724342346,0.5512855648994446,-0.0003408944176044,1,0,0,1,0,0,1,0,0,123.77,75.04
