timestamp,x_RIGHT_SHOULDER,y_RIGHT_SHOULDER,z_RIGHT_SHOULDER,x_RIGHT_ELBOW,y_RIGHT_ELBOW,z_RIGHT_ELBOW,x_RIGHT_WRIST,y_RIGHT_WRIST,z_RIGHT_WRIST,x_RIGHT_HIP,y_RIGHT_HIP,z_RIGHT_HIP,choreo_results,choreo_pulse,choreo_push,choreo_regular,choreo_sexy_corners,prompts_pulse,prompts_push,prompts_regular,prompts_sexy_corners,angle_RIGHT_SHOULDER,angle_RIGHT_ELBOW
0.18,0.4580690860748291,0.3571160137653351,-0.0367563143372535,0.4417784214019775,0.4404930174350738,-0.0599338300526142,0.4187831282615661,0.500708818435669,-0.1555763036012649,0.4713357388973236,0.5278612971305847,-0.0005175663391128,0,0,0,1,0,0,0,1,0,136.48,30.48
0.2,0.4575120508670807,0.3548313081264496,-0.0592920966446399,0.4409461617469787,0.4402585625648498,-0.07351965457201,0.4183922410011291,0.5007542371749878,-0.1582713574171066,0.4706992208957672,0.5234947800636292,-0.0007593054906465,0,0,0,1,0,0,0,1,0,138.01,31.55
0.22,0.4572769701480865,0.3538235425949096,-0.0740580260753631,0.4408981800079345,0.4397267699241638,-0.0923763811588287,0.4183874130249023,0.5007768273353577,-0.1814512610435485,0.4708289504051208,0.5194125175476074,-0.0008187719504348,0,0,0,1,0,0,0,1,0,137.73,32.14
0.23,0.4568406045436859,0.3531821668148041,-0.0630444213747978,0.4404539465904236,0.4389417469501495,-0.084205076098442,0.418626457452774,0.5004751086235046,-0.1660369336605072,0.4678434729576111,0.5227659940719604,-0.0013593458570539,0,0,0,1,0,0,0,1,0,137.98,32.9
0.25,0.4566527903079986,0.3528478741645813,-0.0589690282940864,0.4400910437107086,0.43767249584198,-0.0803482979536056,0.4188724160194397,0.499301940202713,-0.170692503452301,0.4653926789760589,0.5312111973762512,-0.0048799295909702,0,0,0,1,0,0,0,1,0,133.31,30.99
0.27,0.4560151994228363,0.3538095653057098,-0.0416497960686683,0.4395622611045837,0.4379013776779175,-0.0653599947690963,0.4190110266208648,0.4993488192558288,-0.1651550382375717,0.4627816677093506,0.5351230502128601,-0.0052412590011954,0,0,0,1,0,0,0,1,0,130.28,30.16
0.28,0.4554444849491119,0.3542524576187134,-0.0381389185786247,0.4395677447319031,0.4386615455150604,-0.0583433583378791,0.4194734096527099,0.4990788698196411,-0.1537793278694152,0.46187224984169,0.5354503393173218,-0.0052053108811378,0,0,0,1,0,0,0,1,0,129.86,30.61
0.3,0.4549818038940429,0.3553557991981506,-0.0676289573311805,0.439359575510025,0.440449595451355,-0.1146859675645828,0.4193439483642578,0.4997867941856384,-0.2541967928409576,0.4612448811531067,0.5391542911529541,-0.0141669735312461,0,0,0,1,0,0,0,1,0,130.46,30.83
0.32,0.4547402262687683,0.3562967181205749,-0.0497188679873943,0.4391915798187256,0.4424943327903747,-0.0843955725431442,0.4190668165683746,0.5012864470481873,-0.2292045652866363,0.4618003368377685,0.541653037071228,-0.0114670824259519,0,0,0,1,0,0,0,1,0,127.27,30.06
0.33,0.4541840553283691,0.3617697954177856,-0.0594467706978321,0.4389100968837738,0.4505023956298828,-0.1093648895621299,0.4185560643672943,0.5021182894706726,-0.2591256201267242,0.4609225392341614,0.5489610433578491,-0.0157421715557575,0,0,0,1,0,0,0,1,0,127.69,29.59
0.35,0.4538763165473938,0.3641424775123596,-0.0573819279670715,0.4385808110237121,0.4540442228317261,-0.097437210381031,0.4182597696781158,0.503162682056427,-0.2326137125492096,0.4613575339317322,0.5514211058616638,-0.0139344613999128,0,0,0,1,0,0,0,1,0,129.05,29.33
0.37,0.4534960389137268,0.3697628080844879,-0.0645280107855796,0.4379796981811523,0.461661696434021,-0.1033507734537124,0.4170055389404297,0.5054519772529602,-0.2434488236904144,0.4605540335178375,0.5529378652572632,-0.0161226093769073,0,0,0,1,0,0,0,1,0,130.16,30.24
0.38,0.4531444013118744,0.3721689879894256,-0.0616850368678569,0.4370608925819397,0.4622745513916015,-0.0992049425840377,0.4161396622657776,0.506389856338501,-0.2375967502593994,0.4587953686714172,0.5527398586273193,-0.019628033041954,0,0,0,1,0,0,0,1,0,133.57,33.83
0.4,0.4531131684780121,0.3776583075523376,-0.0408465191721916,0.4370230138301849,0.4688227772712707,-0.0749162063002586,0.4161056578159332,0.5074090361595154,-0.2127716839313507,0.4593268930912018,0.557765007019043,-0.0147951198741793,0,0,0,1,0,0,0,1,0,136.14,36.45
0.42,0.4531642496585846,0.3790083527565002,-0.0327679887413978,0.4370737075805664,0.46957728266716,-0.0659243017435073,0.4161423146724701,0.5072893500328064,-0.1999535113573074,0.4595523476600647,0.5578828454017639,-0.0142151731997728,0,0,0,1,0,0,0,1,0,144.03,40.67
0.43,0.4532035887241363,0.3835008442401886,-0.0356135889887809,0.4371665418148041,0.4732672274112701,-0.0700788721442222,0.4163477420806885,0.5072011947631836,-0.2066590338945388,0.4598515033721924,0.5616245865821838,-0.0119314948096871,0,0,0,1,0,0,0,1,0,141.02,38.93
0.45,0.4532062411308288,0.3854672312736511,-0.0348141379654407,0.4371990263462066,0.4748497307300567,-0.0656392574310302,0.4159766137599945,0.5071735978126526,-0.1931342780590057,0.4599243104457855,0.5602583289146423,-0.0089551350101828,0,0,0,1,0,0,0,1,0,141.51,38.78
0.47,0.4532139301300049,0.3890827894210815,-0.0468513295054435,0.4372268617153168,0.4782722890377044,-0.0769011527299881,0.4161457121372223,0.5072343945503235,-0.2055583000183105,0.46001797914505,0.5620158910751343,-0.0089820865541696,0,0,0,1,0,0,0,1,0,140.49,37.69
0.48,0.4532355368137359,0.3896698951721191,-0.0578797757625579,0.4372901916503906,0.4791359007358551,-0.0899087339639663,0.4164391458034515,0.5072078108787537,-0.2206984758377075,0.4601632058620453,0.562810480594635,-0.0092978598549962,0,0,0,1,0,0,0,1,0,148.07,40.74
0.5,0.4532493054866791,0.3904330730438232,-0.058759905397892,0.4374383985996246,0.4789654612541199,-0.0933527201414108,0.416894257068634,0.5071638822555542,-0.2203890979290008,0.4602736830711365,0.5625739693641663,-0.009097502566874,0,0,0,1,0,0,0,1,0,149.14,42.49
0.52,0.4532605707645416,0.3902057707309723,-0.0587122440338134,0.4375659823417663,0.4783867299556732,-0.0957615748047828,0.4170324206352234,0.5071354508399963,-0.2243889570236206,0.4603553414344787,0.563489556312561,-0.0096661299467086,0,0,0,1,0,0,0,1,0,150.21,43.7
0.53,0.4533727169036865,0.3892678916454315,-0.0754138976335525,0.4375777244567871,0.4776589274406433,-0.1117572784423828,0.4170305728912353,0.5071190595626831,-0.2402593791484832,0.4604691863059997,0.5631892681121826,-0.0117791341617703,0,0,0,1,0,0,0,1,0,153.75,43.15
0.55,0.4534844756126404,0.3887118995189667,-0.0733858719468116,0.4376360476016998,0.4772383272647857,-0.1083768382668495,0.4170269072055816,0.5070998668670654,-0.2359410524368286,0.4605508744716644,0.5629136562347412,-0.0119445193558931,0,0,0,1,0,0,0,1,0,155.82,48.07
0.57,0.453691154718399,0.3884793519973755,-0.0688726380467414,0.4380078315734863,0.4750775694847107,-0.1036366447806358,0.4171115458011627,0.50690096616745,-0.2343189716339111,0.4615221917629242,0.5626354813575745,-0.0128534706309437,0,0,0,1,0,0,0,1,0,156.12,50.12
0.58,0.4538127481937408,0.3883410096168518,-0.068210557103157,0.4383143782615661,0.4740408062934875,-0.1028643399477005,0.4171974658966064,0.5068659782409668,-0.2308298647403717,0.4622158408164978,0.5624033808708191,-0.0131783783435821,0,0,0,1,0,0,0,1,0,150.88,52.6
0.6,0.4541746079921722,0.3858908712863922,-0.070073127746582,0.4389100074768066,0.4703301191329956,-0.1095678657293319,0.4174312055110931,0.506852924823761,-0.2339253723621368,0.4635373055934906,0.5609999895095825,-0.015146973542869,0,0,0,1,0,0,0,1,0,147.14,49.16
0.62,0.4544413983821869,0.384440004825592,-0.0691718459129333,0.4392654299736023,0.4685060679912567,-0.1081470623612403,0.417658269405365,0.5068389177322388,-0.2313321828842163,0.4643065333366394,0.5603607296943665,-0.0157131496816873,0,0,0,1,0,0,0,1,0,130.35,53.11
0.63,0.4548147618770599,0.3793136179447174,-0.0609638020396232,0.4396508336067199,0.4635173082351684,-0.1061384826898574,0.4179297983646393,0.5065984725952148,-0.2301664799451828,0.4645037055015564,0.5586137771606445,-0.0157294478267431,0,0,0,1,0,0,0,1,0,129.87,52.63
0.65,0.4550043642520904,0.3772646486759186,-0.0555021464824676,0.4398737847805023,0.4615530669689178,-0.1038298457860946,0.4180881083011627,0.5065032839775085,-0.2263274490833282,0.4645618498325348,0.5576686263084412,-0.0155403409153223,0,0,0,1,0,0,0,1,0,127.94,61.66
0.67,0.4560113549232483,0.3700784146785736,-0.0373546555638313,0.4403599202632904,0.4557493925094604,-0.081077441573143,0.4183592200279236,0.5055198073387146,-0.1975976228713989,0.4659398198127746,0.5538432002067566,-0.0154266115278005,0,0,0,1,0,0,0,1,0,130.98,65.25
0.68,0.4565533697605133,0.3673893809318542,-0.0330228321254253,0.4404985308647156,0.454394519329071,-0.0703421756625175,0.4184416830539703,0.5053613185882568,-0.182013913989067,0.4666658043861389,0.5524466037750244,-0.0148497056216001,0,0,0,1,0,0,0,1,0,131.55,72.08
0.7,0.4578136801719665,0.3619693219661712,-0.0312966331839561,0.4410083293914795,0.4499449431896209,-0.0612389221787452,0.4189516007900238,0.5040152072906494,-0.1628957688808441,0.4677783548831939,0.547932505607605,-0.0097899530082941,0,0,0,1,0,0,0,1,0,124.86,68.33
0.72,0.458726167678833,0.3594069182872772,-0.0309628657996654,0.441740334033966,0.4467698335647583,-0.0590774826705455,0.4200777113437652,0.5018793344497681,-0.1582025438547134,0.4685211777687073,0.5457582473754883,-0.0094552170485258,0,0,0,1,0,0,0,1,0,128.3,78.14
0.73,0.4594453871250152,0.3555382490158081,-0.029003981500864,0.4424256682395935,0.4461118578910827,-0.04527223482728,0.4201245903968811,0.5015758275985718,-0.1369951069355011,0.4695404171943664,0.5413733124732971,-0.004728112835437,0,0,0,1,0,0,0,1,0,126.97,78.31
0.75,0.4600157737731933,0.354608416557312,-0.0262101385742425,0.4431002140045166,0.443223237991333,-0.0544700101017952,0.4207479953765869,0.5013517141342163,-0.1590102314949035,0.4696154594421386,0.5402786731719971,-0.0036818706430494,0,0,0,1,0,0,0,1,0,128.59,82.43
0.77,0.4604552686214447,0.3513649702072143,-0.0292679276317358,0.4440167546272278,0.4416188895702362,-0.0494965091347694,0.4208369255065918,0.5013754367828369,-0.1469384282827377,0.470771849155426,0.5346893072128296,-0.0009754447382874,0,0,0,1,0,0,0,1,0,130.03,82.39
0.78,0.4607152938842773,0.3501977324485779,-0.0281403623521327,0.4439994394779205,0.4415256977081299,-0.0381439067423343,0.4207721352577209,0.5023106336593628,-0.1206531897187233,0.4712292551994324,0.5328745245933533,0.0023005499970167,0,0,0,1,0,0,0,1,0,124.94,83.8
0.8,0.4611248075962066,0.3488484919071197,-0.0478343218564987,0.4447337985038757,0.4401833117008209,-0.048728659749031,0.4207528531551361,0.5023199915885925,-0.1340293288230896,0.4729772210121155,0.5293287634849548,0.0054779080674052,0,0,0,1,0,0,0,1,0,115.67,77.14
0.82,0.4617131650447845,0.3483267426490783,-0.0474681034684181,0.4453535974025726,0.4382098615169525,-0.043038286268711,0.420930802822113,0.5021247267723083,-0.1181511282920837,0.4739514291286468,0.5293274521827698,0.0040241479873657,0,0,0,1,0,0,0,1,0,105.24,69.38
0.83,0.4620331823825836,0.3489860594272613,-0.0283708628267049,0.4458226263523102,0.4384768903255462,-0.0194710921496152,0.4210037589073181,0.5021482110023499,-0.0828611254692077,0.4771811962127685,0.5298838019371033,0.0057206926867365,0,0,0,1,0,0,0,1,0,108.23,71.28
0.85,0.462213933467865,0.3494051694869995,-0.0253227539360523,0.4458780884742737,0.4389544129371643,-0.0163554884493351,0.421224981546402,0.501953661441803,-0.0779747739434242,0.477013885974884,0.5303197503089905,0.0048792725428938,0,0,0,1,0,0,0,1,0,107.02,69.95
0.87,0.4623936116695404,0.3499113619327545,-0.0271791033446788,0.4459171891212463,0.4391182661056518,-0.0218761805444955,0.4211679995059967,0.5021753311157227,-0.0848091393709182,0.47776660323143,0.5305886268615723,0.0040198802016675,0,0,0,1,0,0,0,1,0,111.52,71.89
0.88,0.462755024433136,0.3504128456115722,-0.0288811270147562,0.4460324347019195,0.4396386444568634,-0.0147541360929608,0.4211636483669281,0.5024588108062744,-0.0723055675625801,0.4775148034095764,0.5316283106803894,0.0036111245863139,0,0,0,1,0,0,0,1,0,109.14,69.47
0.9,0.4631842672824859,0.3533383905887604,-0.025648171082139,0.4460826814174652,0.4414975941181183,-0.0124935861676931,0.4211583733558655,0.5027945637702942,-0.0716743916273117,0.4771558344364166,0.5344591736793518,0.0031183613464236,0,0,0,1,0,0,0,1,0,109.28,68.85
0.92,0.4634081721305847,0.3555929362773895,-0.0268571320921182,0.4460632801055908,0.4427201449871063,-0.0195278916507959,0.4211077690124511,0.5033295750617981,-0.0823734402656555,0.4772818684577942,0.5353028774261475,0.002878435421735,0,0,0,1,0,0,0,1,0,93.65,56.63
0.93,0.4637396931648254,0.3619646430015564,-0.0593105070292949,0.4461607038974762,0.4477146565914154,-0.0648372694849968,0.4212594032287597,0.5048438310623169,-0.1533297300338745,0.4775132238864898,0.5413679480552673,0.0021540159359574,0,0,0,1,0,0,0,1,0,96.63,59.23
0.95,0.4639167189598083,0.3645384907722473,-0.0519337430596351,0.4461390376091003,0.451023519039154,-0.0529727414250373,0.4211511015892029,0.5063688158988953,-0.1321916878223419,0.4773732721805572,0.5442983508110046,-0.0006332811317406,0,0,0,1,0,0,0,1,0,97.54,59.08
0.97,0.4642563760280609,0.3713670074939728,-0.0496799498796463,0.4460024833679199,0.4571504294872284,-0.0494036190211772,0.4214054644107818,0.5078123211860657,-0.1351708173751831,0.4773788452148437,0.5495584011077881,-0.0006821744609624,0,0,0,1,0,0,0,1,0,99.96,60.66
0.98,0.4645238518714905,0.3733959496021271,-0.0480893477797508,0.4461599290370941,0.4578245282173157,-0.0543177537620067,0.4216492772102356,0.5079180598258972,-0.153072252869606,0.4774487912654876,0.5494832992553711,-0.0007793743861839,0,0,0,1,0,0,0,1,0,106.49,58.53
1.0,0.4648286700248718,0.3803003132343292,-0.0448942594230175,0.4461510777473449,0.4643552601337433,-0.0549047403037548,0.4217236042022705,0.5081905126571655,-0.159070611000061,0.4775323271751404,0.5544345378875732,-0.0012850017519667,0,0,0,1,0,0,0,1,0,112.96,62.09
1.02,0.4649927616119385,0.3813313245773315,-0.0451948270201683,0.4461424946784973,0.4636345207691192,-0.0579626634716987,0.4216432571411133,0.5081336498260498,-0.156331866979599,0.4774893224239349,0.5546860694885254,-0.0019046107772737,0,0,0,1,0,0,0,1,0,127.81,61.84
1.03,0.4651601910591125,0.3859937787055969,-0.0448459759354591,0.4461344182491302,0.4653377532958984,-0.0574626624584198,0.4218907356262207,0.5079624652862549,-0.1529461741447448,0.4775396287441253,0.55579674243927,-0.002430657390505,0,0,0,1,0,0,0,1,0,128.74,62.28
1.05,0.4651387333869934,0.3872769176959991,-0.0493454113602638,0.446106344461441,0.4659081697463989,-0.0594568438827991,0.4220143258571625,0.5083563327789307,-0.1483921259641647,0.4775274395942688,0.5548696517944336,-0.0025385748594999,0,0,0,1,0,0,0,1,0,131.73,59.37
1.07,0.46514493227005,0.3888667225837707,-0.0478776693344116,0.4460781216621399,0.4661193788051605,-0.0586791820824146,0.4220110774040222,0.5083634257316589,-0.1472209990024566,0.4774321615695953,0.5546501874923706,-0.0030616309959441,0,0,0,1,0,0,0,1,0,125.81,59.27
1.08,0.4651386737823486,0.3900346159934997,-0.0476865544915199,0.4460564255714416,0.4662991464138031,-0.059061475098133,0.422008603811264,0.5094072222709656,-0.1458677351474762,0.4773334860801697,0.5542390942573547,-0.0035478770732879,0,0,0,1,0,0,0,1,0,124.98,55.91
1.1,0.4650802612304687,0.3899367749691009,-0.0471451804041862,0.446028858423233,0.4669909477233886,-0.0603829100728035,0.4220050871372223,0.5093554258346558,-0.1510765850543975,0.4773487150669098,0.5542623400688171,-0.0021534056868404,0,0,0,1,0,0,0,1,0,126.21,54.84
1.12,0.4650510251522064,0.3898378014564514,-0.0517481565475463,0.4460042417049408,0.4670461118221283,-0.0705164521932601,0.4220214784145355,0.5086414217948914,-0.1714843511581421,0.4773553907871246,0.555040717124939,-0.0013233723584562,0,0,0,1,0,0,0,1,0,131.55,51.93
1.13,0.4648021757602691,0.3889709115028381,-0.0527131035923957,0.4457877278327942,0.4667034149169922,-0.0722473710775375,0.4219014644622803,0.5088221430778503,-0.1708960980176925,0.4768121242523193,0.5547570586204529,-0.0005012511392123,0,0,0,1,0,0,0,1,0,131.19,52.36
1.15,0.4644924104213714,0.3886589109897613,-0.0557197220623493,0.4451878666877746,0.4666590392589569,-0.0763198062777519,0.4215268194675445,0.5090997219085693,-0.1765277683734893,0.4764491021633148,0.5546103715896606,-0.0002194614644395,0,0,0,1,0,0,0,1,0,137.95,47.66
1.17,0.4631770551204681,0.3884181976318359,-0.0548250451683998,0.4443725943565368,0.466505765914917,-0.0722927525639534,0.420850932598114,0.5092321038246155,-0.1687265336513519,0.4761929512023926,0.5518598556518555,0.0006856520776636,0,0,0,1,0,0,0,1,0,136.44,46.32
1.18,0.462476909160614,0.3881720304489136,-0.0545648857951164,0.443854808807373,0.4664695858955383,-0.0703853294253349,0.4204680919647217,0.5093007683753967,-0.1678655445575714,0.476166158914566,0.5504541397094727,0.0012315900530666,0,0,0,1,0,0,0,1,0,146.31,44.54
1.2,0.4613402783870697,0.3855266273021698,-0.0630546361207962,0.4435537755489349,0.4648833274841308,-0.0806286185979843,0.4199353158473968,0.509246289730072,-0.1788496226072311,0.4757252335548401,0.5474309921264648,0.004278534092009,0,0,0,1,0,0,0,1,0,150.14,45.11
1.22,0.4608247876167297,0.3840767741203308,-0.07258240878582,0.4433867037296295,0.4638354480266571,-0.0938383862376213,0.4194940626621246,0.509070634841919,-0.1945771425962448,0.4755579829216003,0.545269250869751,0.0058889365755021,0,0,0,1,0,0,0,1,0,148.85,45.7
1.23,0.4603067338466644,0.3762178122997284,-0.0387160554528236,0.4432849884033203,0.4569236636161804,-0.0615673437714576,0.4193589687347412,0.5077536106109619,-0.1670404970645904,0.4745520651340484,0.5439241528511047,0.0069821872748434,0,0,0,1,0,0,0,1,0,147.01,43.11
1.25,0.4601136744022369,0.3730968534946441,-0.0392919853329658,0.4432956278324127,0.453794777393341,-0.0601002760231494,0.4194038510322571,0.507152795791626,-0.1630170345306396,0.4739175736904144,0.5430600643157959,0.0085563268512487,0,0,0,1,0,0,0,1,0,150.9,43.58
1.27,0.4594617486000061,0.3685912787914276,-0.0365867763757705,0.4431842267513275,0.4508008658885956,-0.0608394555747509,0.4194102883338928,0.5060532689094543,-0.1640378385782241,0.4734839498996734,0.5416461229324341,0.007803248707205,0,0,0,1,0,0,0,1,0,152.17,45.95
1.28,0.4590981900691986,0.3667530417442322,-0.0370285026729106,0.4431696534156799,0.449040949344635,-0.0606626383960247,0.4194211363792419,0.5043557286262512,-0.164294958114624,0.4733888208866119,0.54066002368927,0.0073938928544521,0,0,0,1,0,0,0,1,0,149.29,43.88
1.3,0.4585509896278381,0.3612516224384308,-0.0289055500179529,0.4429748952388763,0.4452653229236603,-0.0419566109776496,0.4194252490997314,0.5028192400932312,-0.1297909915447235,0.4724754393100738,0.5344208478927612,0.005648068152368,0,0,0,1,0,0,0,1,0,144.37,45.23
1.32,0.4581335484981537,0.3605676293373108,-0.030883315950632,0.4427717626094818,0.4447491466999054,-0.0467988885939121,0.4193257689476013,0.5026621222496033,-0.1405092179775238,0.4722867608070373,0.5312737822532654,0.0046231313608586,0,0,0,1,0,0,0,1,0,149.39,43.97
1.33,0.4575119912624359,0.3580033481121063,-0.0327300019562244,0.4420587122440338,0.4431998431682586,-0.0494466461241245,0.4192453324794769,0.5027793049812317,-0.1460162848234176,0.4716289639472961,0.5245651602745056,0.0028571891598403,0,0,0,1,0,0,0,1,0,154.35,45.22
1.35,0.4571730196475982,0.3573461174964905,-0.0621276907622814,0.4418288171291351,0.4419382810592651,-0.081024944782257,0.4193430840969085,0.5028514266014099,-0.1732202172279358,0.4710341393947601,0.5194708704948425,0.0015829892363399,0,0,0,1,0,0,0,1,0,153.72,44.31
1.37,0.4565977454185486,0.3563342690467834,-0.0604318864643573,0.4411461353302002,0.4410098195075989,-0.074619710445404,0.4193409383296966,0.5020413994789124,-0.1627944111824035,0.4702769219875335,0.5209489464759827,0.0006566483643837,0,0,0,1,0,0,0,1,0,156.61,45.18
1.38,0.4562938213348388,0.3559369444847107,-0.0574397444725036,0.4403663575649261,0.4401430487632751,-0.0716152414679527,0.4196080267429352,0.500964343547821,-0.1620008796453476,0.4691802859306335,0.521521270275116,-0.0001608913007657,0,0,0,1,0,0,0,1,0,145.3,35.88
1.4,0.45599564909935,0.3561699688434601,-0.0563445799052715,0.4394179880619049,0.4404298961162567,-0.0760825797915458,0.4195762574672699,0.5007031559944153,-0.1837398558855056,0.4663179516792297,0.5250245332717896,-0.0018719773506745,0,0,0,1,0,0,0,1,0,141.18,37.33
1.42,0.4554879069328308,0.3563397228717804,-0.0489349849522113,0.4389553666114807,0.4401969611644745,-0.0747339725494384,0.4196606278419494,0.5000734925270081,-0.1806243658065796,0.4634192585945129,0.5271590948104858,-0.0032835509628057,0,0,0,1,0,0,0,1,0,134.15,34.48
1.43,0.4549446702003479,0.3568615019321441,-0.0539074540138244,0.4381672739982605,0.4408841133117676,-0.0850936472415924,0.4195131659507751,0.5001059770584106,-0.2067819833755493,0.4615272879600525,0.5350374579429626,-0.0100646605715155,0,0,0,1,0,0,0,1,0,136.37,35.36
1.45,0.4547117352485657,0.3572322428226471,-0.049457911401987,0.4379861354827881,0.443837821483612,-0.0835024192929267,0.4192048907279968,0.5008940100669861,-0.189980000257492,0.4621578752994537,0.5404595136642456,-0.0088708326220512,0,0,0,1,0,0,0,1,0,134.31,30.33
1.47,0.4543672502040863,0.3613583147525787,-0.0525754578411579,0.4376830160617828,0.450581282377243,-0.0863726288080215,0.4184002876281738,0.503439724445343,-0.2120547294616699,0.4628900587558746,0.5473471879959106,-0.0112611260265111,0,0,0,1,0,0,0,1,0,134.86,30.9
1.48,0.4540118277072906,0.3641816079616546,-0.050981618463993,0.437565267086029,0.4508561491966247,-0.0862016826868057,0.4183161854743957,0.5033765435218811,-0.218237355351448,0.4620067477226257,0.5476493239402771,-0.0134948221966624,0,0,0,1,0,0,0,1,0,136.49,33.95
1.5,0.4539059698581695,0.3691496849060058,-0.040683202445507,0.4370433390140533,0.4578721225261688,-0.0666898041963577,0.4177183210849762,0.5049031376838684,-0.1822589933872223,0.462423026561737,0.5515715479850769,-0.0118247270584106,0,0,0,1,0,0,0,1,0,139.9,36.94
1.52,0.4536084234714508,0.3719793856143951,-0.0417561754584312,0.4369118213653564,0.4616706967353821,-0.0681770890951156,0.4170222878456116,0.5075237154960632,-0.186166375875473,0.4618045389652252,0.5513167977333069,-0.0109080234542489,0,0,0,1,0,0,0,1,0,140.99,38.77
1.53,0.4535978436470032,0.3781315684318542,-0.0510826520621776,0.4366561472415924,0.4688975512981415,-0.0873721316456794,0.4168032109737396,0.5089594721794128,-0.2266246080398559,0.4615620672702789,0.5553705096244812,-0.0116395279765129,0,0,0,1,0,0,0,1,0,140.04,37.92
1.55,0.4536166191101074,0.3795345425605774,-0.0355170406401157,0.4366305768489837,0.4699372053146362,-0.0666936784982681,0.4166779518127441,0.5088182091712952,-0.1906754225492477,0.46176877617836,0.5570423007011414,-0.0112423058599233,0,0,0,1,0,0,0,1,0,140.21,38.55
1.57,0.4534824788570404,0.3859495520591736,-0.0333223268389701,0.4363908767700195,0.4755135476589203,-0.0682954937219619,0.416309654712677,0.5086624622344971,-0.1990083307027816,0.461426317691803,0.5610932111740112,-0.0109317693859338,0,0,0,1,0,0,0,1,0,140.65,39.33
1.58,0.4534708559513092,0.3871363401412964,-0.0358359329402446,0.4364027380943298,0.4770315885543823,-0.0691444352269172,0.4160764217376709,0.5085672736167908,-0.2039737403392791,0.4615510404109955,0.561636209487915,-0.010597389191389,0,0,0,1,0,0,0,1,0,145.79,43.6
